quote_date,region,item_id,p_mean,p_75,p_median,p_25,date,dateStata,dateISO,obs,year,month,quarter,_merge,regionDesc,country,mergeregion
202103,5,610231,199.3143,276,181.2,120,398,01/03/2021,01/03/2021,100972,2021,3,1,matched (3),East Anglia,England,matched (3)
200909,5,610231,136.4144,172.5,115,96.6,260,01/09/2009,01/09/2009,102020,2009,9,3,matched (3),East Anglia,England,matched (3)
201903,5,610231,188.64,200,164.76,150,374,01/03/2019,01/03/2019,127885,2019,3,1,matched (3),East Anglia,England,matched (3)
200912,5,610231,141.6543,180.99,115,92,263,01/12/2009,01/12/2009,105319,2009,12,4,matched (3),East Anglia,England,matched (3)
201608,5,610231,159.7173,179.94,145,134.95,343,01/08/2016,01/08/2016,113719,2016,8,3,matched (3),East Anglia,England,matched (3)
200404,5,610231,100.0011,140,82.25,70.5,195,01/04/2004,01/04/2004,105509,2004,4,2,matched (3),East Anglia,England,matched (3)
200707,5,610231,100.1575,118.75,94.565,71.675,234,01/07/2007,01/07/2007,103584,2007,7,3,matched (3),East Anglia,England,matched (3)
200505,5,610231,83.725,94.03999,75.69,70.5,208,01/05/2005,01/05/2005,111815,2005,5,2,matched (3),East Anglia,England,matched (3)
200808,5,610231,127.3686,164,108.725,80,247,01/08/2008,01/08/2008,102314,2008,8,3,matched (3),East Anglia,England,matched (3)
201505,5,610231,155.422,177.33,142.5,124.95,328,01/05/2015,01/05/2015,116093,2015,5,2,matched (3),East Anglia,England,matched (3)
201212,5,610231,164.2591,177.33,129.5,108,299,01/12/2012,01/12/2012,112522,2012,12,4,matched (3),East Anglia,England,matched (3)
201007,5,610231,147.9969,179,117.5,99,270,01/07/2010,01/07/2010,107229,2010,7,3,matched (3),East Anglia,England,matched (3)
201409,5,610231,152.8508,178.635,142,122.475,320,01/09/2014,01/09/2014,111704,2014,9,3,matched (3),East Anglia,England,matched (3)
201111,5,610231,145.5695,180,137.5,105,286,01/11/2011,01/11/2011,112558,2011,11,4,matched (3),East Anglia,England,matched (3)
201207,5,610231,161.3046,177.33,129,105.95,294,01/07/2012,01/07/2012,112979,2012,7,3,matched (3),East Anglia,England,matched (3)
200405,5,610231,97.46778,114.99,82.25,70.5,196,01/05/2004,01/05/2004,107319,2004,5,2,matched (3),East Anglia,England,matched (3)
202207,5,610231,210.2655,240,220,155.72,414,01/07/2022,01/07/2022,127040,2022,7,3,matched (3),East Anglia,England,matched (3)
202008,5,610231,195.2444,240,181.2,170,391,01/08/2020,01/08/2020,112987,2020,8,3,matched (3),East Anglia,England,matched (3)
200805,5,610231,124.627,164,100,79.95,244,01/05/2008,01/05/2008,100583,2008,5,2,matched (3),East Anglia,England,matched (3)
201806,5,610231,190.75,220.5,182.5,145,365,01/06/2018,01/06/2018,126695,2018,6,2,matched (3),East Anglia,England,matched (3)
202201,5,610231,194.4271,240,179,132,408,01/01/2022,01/01/2022,123655,2022,1,1,matched (3),East Anglia,England,matched (3)
200511,5,610231,101.8365,139.475,86.05,68.5,214,01/11/2005,01/11/2005,104534,2005,11,4,matched (3),East Anglia,England,matched (3)
201604,5,610231,162.089,179.94,145,139,339,01/04/2016,01/04/2016,116360,2016,4,2,matched (3),East Anglia,England,matched (3)
200702,5,610231,100.5111,120,94,70.5,229,01/02/2007,01/02/2007,94993,2007,2,1,matched (3),East Anglia,England,matched (3)
201802,5,610231,173.2444,200,150,140,361,01/02/2018,01/02/2018,122581,2018,2,1,matched (3),East Anglia,England,matched (3)
200910,5,610231,141.74,176.745,116.03,97.175,261,01/10/2009,01/10/2009,102962,2009,10,4,matched (3),East Anglia,England,matched (3)
202204,5,610231,190.2843,240,180,132,411,01/04/2022,01/04/2022,127157,2022,4,2,matched (3),East Anglia,England,matched (3)
200510,5,610231,100.9332,134.99,84.6,67,213,01/10/2005,01/10/2005,108500,2005,10,4,matched (3),East Anglia,England,matched (3)
201811,5,610231,196.5714,225,205,140,370,01/11/2018,01/11/2018,123289,2018,11,4,matched (3),East Anglia,England,matched (3)
202109,5,610231,198.125,258,182.5,145,404,01/09/2021,01/09/2021,122686,2021,9,3,matched (3),East Anglia,England,matched (3)
201406,5,610231,149.5183,166.16,142,117.475,317,01/06/2014,01/06/2014,112673,2014,6,2,matched (3),East Anglia,England,matched (3)
200903,5,610231,132.7865,164,115,87.4,254,01/03/2009,01/03/2009,97144,2009,3,1,matched (3),East Anglia,England,matched (3)
201502,5,610231,154.422,177.33,142,124.95,325,01/02/2015,01/02/2015,110362,2015,2,1,matched (3),East Anglia,England,matched (3)
200410,5,610231,96.30294,114.99,88.12,70.5,201,01/10/2004,01/10/2004,105471,2004,10,4,matched (3),East Anglia,England,matched (3)
201405,5,610231,154.1236,177.33,142,120,316,01/05/2014,01/05/2014,111915,2014,5,2,matched (3),East Anglia,England,matched (3)
201305,5,610231,197.3936,199,129,108,304,01/05/2013,01/05/2013,112460,2013,5,2,matched (3),East Anglia,England,matched (3)
201410,5,610231,148.422,177.33,134.5,120,321,01/10/2014,01/10/2014,111105,2014,10,4,matched (3),East Anglia,England,matched (3)
201703,5,610231,170.8,195,149.2,140,350,01/03/2017,01/03/2017,115516,2017,3,1,matched (3),East Anglia,England,matched (3)
201402,5,610231,147.7525,166.165,134.9,114.475,313,01/02/2014,01/02/2014,108434,2014,2,1,matched (3),East Anglia,England,matched (3)
201107,5,610231,151.0695,180,119.495,100.5,282,01/07/2011,01/07/2011,110938,2011,7,3,matched (3),East Anglia,England,matched (3)
201812,5,610231,187.375,210.5,179,145,371,01/12/2018,01/12/2018,125381,2018,12,4,matched (3),East Anglia,England,matched (3)
201906,5,610231,190.8889,200,179,156,377,01/06/2019,01/06/2019,129075,2019,6,2,matched (3),East Anglia,England,matched (3)
200503,5,610231,96.58429,133.95,79.95,70.5,206,01/03/2005,01/03/2005,109174,2005,3,1,matched (3),East Anglia,England,matched (3)
200610,5,610231,95.39941,102.81,87.5,70.5,225,01/10/2006,01/10/2006,106345,2006,10,4,matched (3),East Anglia,England,matched (3)
201206,5,610231,162.9435,180,129,105,293,01/06/2012,01/06/2012,113464,2012,6,2,matched (3),East Anglia,England,matched (3)
201109,5,610231,160.0632,195,137.5,102,284,01/09/2011,01/09/2011,112468,2011,9,3,matched (3),East Anglia,England,matched (3)
201912,5,610231,189,235,169.5,149,383,01/12/2019,01/12/2019,127767,2019,12,4,matched (3),East Anglia,England,matched (3)
200611,5,610231,98.58556,117.5,89.06,70.5,226,01/11/2006,01/11/2006,107067,2006,11,4,matched (3),East Anglia,England,matched (3)
202011,5,610231,199.3143,276,181.2,120,394,01/11/2020,01/11/2020,82553,2020,11,4,matched (3),East Anglia,England,matched (3)
200608,5,610231,93.82684,119,87.5,70.5,223,01/08/2006,01/08/2006,105147,2006,8,3,matched (3),East Anglia,England,matched (3)
201110,5,610231,146.5695,187.5,137.5,105,285,01/10/2011,01/10/2011,112689,2011,10,4,matched (3),East Anglia,England,matched (3)
201104,5,610231,153.4884,180,120,99,279,01/04/2011,01/04/2011,110135,2011,4,2,matched (3),East Anglia,England,matched (3)
201201,5,610231,142.1195,180,125,100.5,288,01/01/2012,01/01/2012,112915,2012,1,1,matched (3),East Anglia,England,matched (3)
201512,5,610231,157.522,179.94,142.5,124.95,335,01/12/2015,01/12/2015,114817,2015,12,4,matched (3),East Anglia,England,matched (3)
202210,5,610231,204.9688,255,196.545,148.33,417,01/10/2022,01/10/2022,125741,2022,10,4,matched (3),East Anglia,England,matched (3)
202108,5,610231,198.125,258,182.5,145,403,01/08/2021,01/08/2021,123477,2021,8,3,matched (3),East Anglia,England,matched (3)
201006,5,610231,143.0331,179,117.5,99,269,01/06/2010,01/06/2010,106532,2010,6,2,matched (3),East Anglia,England,matched (3)
200504,5,610231,96.585,133.95,82.27499,70.5,207,01/04/2005,01/04/2005,112133,2005,4,2,matched (3),East Anglia,England,matched (3)
202012,5,610231,193.15,258,175.6,135,395,01/12/2020,01/12/2020,94790,2020,12,4,matched (3),East Anglia,England,matched (3)
201603,5,610231,163.9878,179.94,145,139,338,01/03/2016,01/03/2016,114522,2016,3,1,matched (3),East Anglia,England,matched (3)
200711,5,610231,100.08,122.5,91.065,71.675,238,01/11/2007,01/11/2007,107436,2007,11,4,matched (3),East Anglia,England,matched (3)
200706,5,610231,100.008,118.75,94.565,71.675,233,01/06/2007,01/06/2007,104456,2007,6,2,matched (3),East Anglia,England,matched (3)
200810,5,610231,131.5213,175,117.5,80,249,01/10/2008,01/10/2008,103994,2008,10,4,matched (3),East Anglia,England,matched (3)
201310,5,610231,190.1067,178.665,124.5,108.975,309,01/10/2013,01/10/2013,112357,2013,10,4,matched (3),East Anglia,England,matched (3)
201208,5,610231,161.3046,177.33,129,105.95,295,01/08/2012,01/08/2012,113779,2012,8,3,matched (3),East Anglia,England,matched (3)
202208,5,610231,207.0887,255,212.495,140.86,415,01/08/2022,01/08/2022,125392,2022,8,3,matched (3),East Anglia,England,matched (3)
200809,5,610231,130.7664,169.99,108.725,80,248,01/09/2008,01/09/2008,102828,2008,9,3,matched (3),East Anglia,England,matched (3)
200906,5,610231,132.8052,170.54,115,87.5,257,01/06/2009,01/06/2009,99984,2009,6,2,matched (3),East Anglia,England,matched (3)
201010,5,610231,133.2832,176.25,117.5,99.88,273,01/10/2010,01/10/2010,109466,2010,10,4,matched (3),East Anglia,England,matched (3)
200407,5,610231,99.737,127.495,85.19,70.25,198,01/07/2004,01/07/2004,106865,2004,7,3,matched (3),East Anglia,England,matched (3)
201602,5,610231,165.322,179.94,156.5,139,337,01/02/2016,01/02/2016,111438,2016,2,1,matched (3),East Anglia,England,matched (3)
201708,5,610231,177.02,222,164.6,120,355,01/08/2017,01/08/2017,117018,2017,8,3,matched (3),East Anglia,England,matched (3)
200411,5,610231,99.58778,133.95,85.185,70.5,202,01/11/2004,01/11/2004,106502,2004,11,4,matched (3),East Anglia,England,matched (3)
200507,5,610231,97.14632,133.95,84.6,67,210,01/07/2005,01/07/2005,112702,2005,7,3,matched (3),East Anglia,England,matched (3)
201706,5,610231,175.22,198,164.6,120,353,01/06/2017,01/06/2017,117390,2017,6,2,matched (3),East Anglia,England,matched (3)
201804,5,610231,188.25,220.5,177.5,145,363,01/04/2018,01/04/2018,126219,2018,4,2,matched (3),East Anglia,England,matched (3)
201606,5,610231,156.4445,179.94,145,134.95,341,01/06/2016,01/06/2016,114788,2016,6,2,matched (3),East Anglia,England,matched (3)
202006,5,610231,191.8,240,171,170,389,01/06/2020,01/06/2020,94010,2020,6,2,matched (3),East Anglia,England,matched (3)
202102,5,610231,189.4571,276,171,120,397,01/02/2021,01/02/2021,98049,2021,2,1,matched (3),East Anglia,England,matched (3)
201705,5,610231,172.4727,198,149.2,120,352,01/05/2017,01/05/2017,117233,2017,5,2,matched (3),East Anglia,England,matched (3)
201501,5,610231,149.262,177.33,134.5,120,324,01/01/2015,01/01/2015,112492,2015,1,1,matched (3),East Anglia,England,matched (3)
200801,5,610231,109.774,155.34,94,79.95,240,01/01/2008,01/01/2008,102691,2008,1,1,matched (3),East Anglia,England,matched (3)
201809,5,610231,190.75,220.5,182.5,145,368,01/09/2018,01/09/2018,124265,2018,9,3,matched (3),East Anglia,England,matched (3)
200804,5,610231,125.0643,155.34,100,80,243,01/04/2008,01/04/2008,99887,2008,4,2,matched (3),East Anglia,England,matched (3)
201403,5,610231,156.6715,177.33,145,120,314,01/03/2014,01/03/2014,111378,2014,3,1,matched (3),East Anglia,England,matched (3)
201302,5,610231,179.2187,177.33,129,108,301,01/02/2013,01/02/2013,108915,2013,2,1,matched (3),East Anglia,England,matched (3)
201404,5,610231,156.6715,177.33,145,120,315,01/04/2014,01/04/2014,110845,2014,4,2,matched (3),East Anglia,England,matched (3)
201005,5,610231,143.7391,176.25,116.225,99,268,01/05/2010,01/05/2010,105655,2010,5,2,matched (3),East Anglia,England,matched (3)
202110,5,610231,186.165,240,174.5,132,405,01/10/2021,01/10/2021,123103,2021,10,4,matched (3),East Anglia,England,matched (3)
201301,5,610231,160.9739,168,129,108,300,01/01/2013,01/01/2013,112470,2013,1,1,matched (3),East Anglia,England,matched (3)
201709,5,610231,182.42,222,164.6,140,356,01/09/2017,01/09/2017,117013,2017,9,3,matched (3),East Anglia,England,matched (3)
200701,5,610231,100.5111,120,94,70.5,228,01/01/2007,01/01/2007,94734,2007,1,1,matched (3),East Anglia,England,matched (3)
201611,5,610231,162.189,179.94,145,134.95,346,01/11/2016,01/11/2016,114503,2016,11,4,matched (3),East Anglia,England,matched (3)
200408,5,610231,99.737,127.495,85.19,70.25,199,01/08/2004,01/08/2004,105050,2004,8,3,matched (3),East Anglia,England,matched (3)
202107,5,610231,201.6878,240,181.2,170,402,01/07/2021,01/07/2021,122056,2021,7,3,matched (3),East Anglia,England,matched (3)
201808,5,610231,190.75,220.5,182.5,145,367,01/08/2018,01/08/2018,124079,2018,8,3,matched (3),East Anglia,England,matched (3)
201904,5,610231,187.676,200,171.88,150,375,01/04/2019,01/04/2019,128853,2019,4,2,matched (3),East Anglia,England,matched (3)
201308,5,610231,195.033,180,124.5,109,307,01/08/2013,01/08/2013,111818,2013,8,3,matched (3),East Anglia,England,matched (3)
200403,5,610231,97.65895,120,82.25,70.5,194,01/03/2004,01/03/2004,105011,2004,3,1,matched (3),East Anglia,England,matched (3)
202206,5,610231,210.2655,240,220,155.72,413,01/06/2022,01/06/2022,127526,2022,6,2,matched (3),East Anglia,England,matched (3)
200603,5,610231,86.47632,94,84.6,70.5,218,01/03/2006,01/03/2006,103882,2006,3,1,matched (3),East Anglia,England,matched (3)
200705,5,610231,99.773,118.75,94.565,70.5,232,01/05/2007,01/05/2007,102992,2007,5,2,matched (3),East Anglia,England,matched (3)
200704,5,610231,99.823,118.75,94.565,70.5,231,01/04/2007,01/04/2007,101168,2007,4,2,matched (3),East Anglia,England,matched (3)
201411,5,610231,148.422,177.33,134.5,120,322,01/11/2014,01/11/2014,111793,2014,11,4,matched (3),East Anglia,England,matched (3)
201712,5,610231,172.4667,195,149.2,140,359,01/12/2017,01/12/2017,117146,2017,12,4,matched (3),East Anglia,England,matched (3)
201701,5,610231,165.809,180,147.1,140,348,01/01/2017,01/01/2017,115625,2017,1,1,matched (3),East Anglia,England,matched (3)
200506,5,610231,100.558,134.47,86.36,68.75,209,01/06/2005,01/06/2005,114133,2005,6,2,matched (3),East Anglia,England,matched (3)
200501,5,610231,99.57813,134.47,84.035,67.565,204,01/01/2005,01/01/2005,103613,2005,1,1,matched (3),East Anglia,England,matched (3)
202002,5,610231,197.8667,270,176.1,160,385,01/02/2020,01/02/2020,126570,2020,2,1,matched (3),East Anglia,England,matched (3)
200601,5,610231,101.9059,133.95,86.05,70.5,216,01/01/2006,01/01/2006,104610,2006,1,1,matched (3),East Anglia,England,matched (3)
201508,5,610231,158.4745,179.94,145,124.95,331,01/08/2015,01/08/2015,115736,2015,8,3,matched (3),East Anglia,England,matched (3)
202007,5,610231,195.2444,240,181.2,170,390,01/07/2020,01/07/2020,102371,2020,7,3,matched (3),East Anglia,England,matched (3)
201105,5,610231,150.1165,180,119.495,97.5,280,01/05/2011,01/05/2011,110905,2011,5,2,matched (3),East Anglia,England,matched (3)
201511,5,610231,159.58,179.94,145,124.95,334,01/11/2015,01/11/2015,114300,2015,11,4,matched (3),East Anglia,England,matched (3)
200607,5,610231,92.43882,102.81,82.25,70.5,222,01/07/2006,01/07/2006,107021,2006,7,3,matched (3),East Anglia,England,matched (3)
200606,5,610231,88.70421,95,84.6,70.5,221,01/06/2006,01/06/2006,110194,2006,6,2,matched (3),East Anglia,England,matched (3)
200412,5,610231,101.6767,133.95,85.185,70.5,203,01/12/2004,01/12/2004,106782,2004,12,4,matched (3),East Anglia,England,matched (3)
201902,5,610231,174.8678,198,160,150,373,01/02/2019,01/02/2019,124018,2019,2,1,matched (3),East Anglia,England,matched (3)
201306,5,610231,197.3936,199,129,108,305,01/06/2013,01/06/2013,113182,2013,6,2,matched (3),East Anglia,England,matched (3)
200409,5,610231,94.86945,114.99,85.185,70.5,200,01/09/2004,01/09/2004,104170,2004,9,3,matched (3),East Anglia,England,matched (3)
202009,5,610231,198.275,255,189.1,145,392,01/09/2020,01/09/2020,116062,2020,9,3,matched (3),East Anglia,England,matched (3)
201805,5,610231,189.5,220.5,177.5,145,364,01/05/2018,01/05/2018,126941,2018,5,2,matched (3),East Anglia,England,matched (3)
200908,5,610231,134.3654,171.52,114.975,94.3,259,01/08/2009,01/08/2009,101010,2009,8,3,matched (3),East Anglia,England,matched (3)
201001,5,610231,145.6678,179,117.5,99.88,264,01/01/2010,01/01/2010,101545,2010,1,1,matched (3),East Anglia,England,matched (3)
201408,5,610231,152.0175,178.635,142,117.475,319,01/08/2014,01/08/2014,111493,2014,8,3,matched (3),East Anglia,England,matched (3)
201103,5,610231,154.5565,178.665,144,106,278,01/03/2011,01/03/2011,111703,2011,3,1,matched (3),East Anglia,England,matched (3)
200512,5,610231,101.2377,133.95,86.05,70,215,01/12/2005,01/12/2005,109077,2005,12,4,matched (3),East Anglia,England,matched (3)
201801,5,610231,185.32,225,172.1,140,360,01/01/2018,01/01/2018,116458,2018,1,1,matched (3),East Anglia,England,matched (3)
201407,5,610231,150.4745,177.33,145,114.95,318,01/07/2014,01/07/2014,110263,2014,7,3,matched (3),East Anglia,England,matched (3)
201101,5,610231,153.5432,180,120,99,276,01/01/2011,01/01/2011,107592,2011,1,1,matched (3),East Anglia,England,matched (3)
201210,5,610231,159.7261,177.33,129,105.95,297,01/10/2012,01/10/2012,113193,2012,10,4,matched (3),East Anglia,England,matched (3)
201303,5,610231,179.2187,177.33,129,108,302,01/03/2013,01/03/2013,112073,2013,3,1,matched (3),East Anglia,England,matched (3)
201704,5,610231,168.0222,195,149.2,140,351,01/04/2017,01/04/2017,116889,2017,4,2,matched (3),East Anglia,England,matched (3)
201205,5,610231,162.5522,180,129,105,292,01/05/2012,01/05/2012,112977,2012,5,2,matched (3),East Anglia,England,matched (3)
200703,5,610231,99.2355,118.75,91.065,70.5,230,01/03/2007,01/03/2007,99770,2007,3,1,matched (3),East Anglia,England,matched (3)
200905,5,610231,133.0446,171.52,114.975,87.45,256,01/05/2009,01/05/2009,100141,2009,5,2,matched (3),East Anglia,England,matched (3)
202001,5,610231,191.0286,270,171,150,384,01/01/2020,01/01/2020,127661,2020,1,1,matched (3),East Anglia,England,matched (3)
200509,5,610231,100.7479,134.99,84.6,67,212,01/09/2005,01/09/2005,111426,2005,9,3,matched (3),East Anglia,England,matched (3)
200902,5,610231,137.4586,170.54,117.5,87.5,253,01/02/2009,01/02/2009,91764,2009,2,1,matched (3),East Anglia,England,matched (3)
201012,5,610231,130.675,175.575,116.225,99.44,275,01/12/2010,01/12/2010,110303,2010,12,4,matched (3),East Anglia,England,matched (3)
202106,5,610231,190.3143,276,171,120,401,01/06/2021,01/06/2021,109408,2021,6,2,matched (3),East Anglia,England,matched (3)
201509,5,610231,158.4745,179.94,145,124.95,332,01/09/2015,01/09/2015,115298,2015,9,3,matched (3),East Anglia,England,matched (3)
201909,5,610231,178.5714,200,168,138,380,01/09/2019,01/09/2019,127702,2019,9,3,matched (3),East Anglia,England,matched (3)
202205,5,610231,211.4987,255,219.995,151,412,01/05/2022,01/05/2022,127155,2022,5,2,matched (3),East Anglia,England,matched (3)
201601,5,610231,165.322,179.94,156.5,139,336,01/01/2016,01/01/2016,115217,2016,1,1,matched (3),East Anglia,England,matched (3)
201810,5,610231,190.75,220.5,182.5,145,369,01/10/2018,01/10/2018,124191,2018,10,4,matched (3),East Anglia,England,matched (3)
202104,5,610231,199.3143,276,181.2,120,399,01/04/2021,01/04/2021,102092,2021,4,2,matched (3),East Anglia,England,matched (3)
201311,5,610231,191.2682,180,120,108,310,01/11/2013,01/11/2013,111887,2013,11,4,matched (3),East Anglia,England,matched (3)
200712,5,610231,101.9917,125,91.065,72.85,239,01/12/2007,01/12/2007,107286,2007,12,4,matched (3),East Anglia,England,matched (3)
201610,5,610231,162.189,179.94,145,134.95,345,01/10/2016,01/10/2016,114629,2016,10,4,matched (3),East Anglia,England,matched (3)
201507,5,610231,160.422,179.94,156.5,124.95,330,01/07/2015,01/07/2015,114886,2015,7,3,matched (3),East Anglia,England,matched (3)
202112,5,610231,177.2357,240,153.65,120,407,01/12/2021,01/12/2021,123086,2021,12,4,matched (3),East Anglia,England,matched (3)
202005,5,610231,194.8571,270,171,130,388,01/05/2020,01/05/2020,85259,2020,5,2,matched (3),East Anglia,England,matched (3)
201605,5,610231,156.4445,179.94,145,134.95,340,01/05/2016,01/05/2016,116741,2016,5,2,matched (3),East Anglia,England,matched (3)
200602,5,610231,88.60445,94,83.425,70.5,217,01/02/2006,01/02/2006,100465,2006,2,1,matched (3),East Anglia,England,matched (3)
201401,5,610231,204.723,177.33,117.475,114,312,01/01/2014,01/01/2014,113219,2014,1,1,matched (3),East Anglia,England,matched (3)
201910,5,610231,178.5714,200,168,138,381,01/10/2019,01/10/2019,127514,2019,10,4,matched (3),East Anglia,England,matched (3)
201607,5,610231,156.99,179.94,145,134.95,342,01/07/2016,01/07/2016,115033,2016,7,3,matched (3),East Anglia,England,matched (3)
201503,5,610231,154.422,177.33,142,124.95,326,01/03/2015,01/03/2015,113759,2015,3,1,matched (3),East Anglia,England,matched (3)
201905,5,610231,186.8,200,169.5,150,376,01/05/2019,01/05/2019,128682,2019,5,2,matched (3),East Anglia,England,matched (3)
202004,5,610231,191.875,255,171,150,387,01/04/2020,01/04/2020,74251,2020,4,2,matched (3),East Anglia,England,matched (3)
200508,5,610231,100.4384,134.99,84.6,67,211,01/08/2005,01/08/2005,111794,2005,8,3,matched (3),East Anglia,England,matched (3)
200708,5,610231,101.4816,120,101,70.5,235,01/08/2007,01/08/2007,103198,2007,8,3,matched (3),East Anglia,England,matched (3)
201112,5,610231,164.4195,187.5,137.5,108.975,287,01/12/2011,01/12/2011,113770,2011,12,4,matched (3),East Anglia,England,matched (3)
201911,5,610231,189,235,169.5,149,382,01/11/2019,01/11/2019,127910,2019,11,4,matched (3),East Anglia,England,matched (3)
200604,6,610231,93.18941,110.45,90,56.4,219,01/04/2006,01/04/2006,107567,2006,4,2,matched (3),East Midlands,England,matched (3)
201109,6,610231,159.2,200.8,145,112.8,284,01/09/2011,01/09/2011,112468,2011,9,3,matched (3),East Midlands,England,matched (3)
200402,6,610231,72.62692,85,75,56.4,193,01/02/2004,01/02/2004,103439,2004,2,1,matched (3),East Midlands,England,matched (3)
200602,6,610231,85.796,120,82.25,49.35,217,01/02/2006,01/02/2006,100465,2006,2,1,matched (3),East Midlands,England,matched (3)
201601,6,610231,162.5714,200,162,144,336,01/01/2016,01/01/2016,115217,2016,1,1,matched (3),East Midlands,England,matched (3)
202110,6,610231,154.9688,188.63,150,120.245,405,01/10/2021,01/10/2021,123103,2021,10,4,matched (3),East Midlands,England,matched (3)
201605,6,610231,147.3289,162,160,131.96,340,01/05/2016,01/05/2016,116741,2016,5,2,matched (3),East Midlands,England,matched (3)
202008,6,610231,150.1313,179,159.3,113,391,01/08/2020,01/08/2020,112987,2020,8,3,matched (3),East Midlands,England,matched (3)
201609,6,610231,145.8687,168.475,158,122,344,01/09/2016,01/09/2016,114318,2016,9,3,matched (3),East Midlands,England,matched (3)
201501,6,610231,169.2857,220,150,120,324,01/01/2015,01/01/2015,112492,2015,1,1,matched (3),East Midlands,England,matched (3)
200708,6,610231,107.0973,146.82,105.75,65.8,235,01/08/2007,01/08/2007,103198,2007,8,3,matched (3),East Midlands,England,matched (3)
201902,6,610231,140.435,141.25,140.18,125,373,01/02/2019,01/02/2019,124018,2019,2,1,matched (3),East Midlands,England,matched (3)
200407,6,610231,75.31667,85,75,47,198,01/07/2004,01/07/2004,106865,2004,7,3,matched (3),East Midlands,England,matched (3)
200605,6,610231,93.18941,110.45,90,56.4,220,01/05/2006,01/05/2006,109228,2006,5,2,matched (3),East Midlands,England,matched (3)
200905,6,610231,125.6467,161,119.95,87.27,256,01/05/2009,01/05/2009,100141,2009,5,2,matched (3),East Midlands,England,matched (3)
202001,6,610231,157.2233,174.99,159.62,146,384,01/01/2020,01/01/2020,127661,2020,1,1,matched (3),East Midlands,England,matched (3)
201911,6,610231,152.0011,174.99,159.62,146,382,01/11/2019,01/11/2019,127910,2019,11,4,matched (3),East Midlands,England,matched (3)
201908,6,610231,142.7513,165,144.825,125.18,379,01/08/2019,01/08/2019,127479,2019,8,3,matched (3),East Midlands,England,matched (3)
201202,6,610231,166.7069,208,147.36,130,289,01/02/2012,01/02/2012,109908,2012,2,1,matched (3),East Midlands,England,matched (3)
201203,6,610231,166.7069,208,147.36,130,290,01/03/2012,01/03/2012,112591,2012,3,1,matched (3),East Midlands,England,matched (3)
201304,6,610231,157.067,200,145,115.2,303,01/04/2013,01/04/2013,111932,2013,4,2,matched (3),East Midlands,England,matched (3)
202210,6,610231,175.0656,190,180,159.98,417,01/10/2022,01/10/2022,125741,2022,10,4,matched (3),East Midlands,England,matched (3)
201506,6,610231,166.875,210,150,127.5,329,01/06/2015,01/06/2015,116584,2015,6,2,matched (3),East Midlands,England,matched (3)
201711,6,610231,145.0786,186,139.95,115,358,01/11/2017,01/11/2017,116285,2017,11,4,matched (3),East Midlands,England,matched (3)
201606,6,610231,147.3289,162,160,131.96,341,01/06/2016,01/06/2016,114788,2016,6,2,matched (3),East Midlands,England,matched (3)
200411,6,610231,79.38,85,75.69,56.4,202,01/11/2004,01/11/2004,106502,2004,11,4,matched (3),East Midlands,England,matched (3)
202102,6,610231,152.0643,197,150,96,397,01/02/2021,01/02/2021,98049,2021,2,1,matched (3),East Midlands,England,matched (3)
201809,6,610231,134.0514,175,140,88,368,01/09/2018,01/09/2018,124265,2018,9,3,matched (3),East Midlands,England,matched (3)
200909,6,610231,110.7069,140,101.49,69.625,260,01/09/2009,01/09/2009,102020,2009,9,3,matched (3),East Midlands,England,matched (3)
201101,6,610231,138.585,176,145,96,276,01/01/2011,01/01/2011,107592,2011,1,1,matched (3),East Midlands,England,matched (3)
200712,6,610231,103.86,120,105.75,79.9,239,01/12/2007,01/12/2007,107286,2007,12,4,matched (3),East Midlands,England,matched (3)
200506,6,610231,88.595,110.45,81.12,68.15,209,01/06/2005,01/06/2005,114133,2005,6,2,matched (3),East Midlands,England,matched (3)
201105,6,610231,160.018,201.6,149.72,120,280,01/05/2011,01/05/2011,110905,2011,5,2,matched (3),East Midlands,England,matched (3)
200906,6,610231,123.1064,141,110.865,87.06,257,01/06/2009,01/06/2009,99984,2009,6,2,matched (3),East Midlands,England,matched (3)
200503,6,610231,89.708,107.99,82.25,70,206,01/03/2005,01/03/2005,109174,2005,3,1,matched (3),East Midlands,England,matched (3)
201207,6,610231,170.1987,216,147.5,119.995,294,01/07/2012,01/07/2012,112979,2012,7,3,matched (3),East Midlands,England,matched (3)
201901,6,610231,155.3729,180,141.25,140,372,01/01/2019,01/01/2019,125531,2019,1,1,matched (3),East Midlands,England,matched (3)
201608,6,610231,140.495,161,150,115.98,343,01/08/2016,01/08/2016,113719,2016,8,3,matched (3),East Midlands,England,matched (3)
201012,6,610231,126.16,169.375,134.975,85.775,275,01/12/2010,01/12/2010,110303,2010,12,4,matched (3),East Midlands,England,matched (3)
201702,6,610231,153.2117,186,149.98,127.31,349,01/02/2017,01/02/2017,114063,2017,2,1,matched (3),East Midlands,England,matched (3)
202004,6,610231,157.6525,177,159.11,145,387,01/04/2020,01/04/2020,74251,2020,4,2,matched (3),East Midlands,England,matched (3)
200908,6,610231,110.7069,140,101.49,69.625,259,01/08/2009,01/08/2009,101010,2009,8,3,matched (3),East Midlands,England,matched (3)
201507,6,610231,166.875,210,150,127.5,330,01/07/2015,01/07/2015,114886,2015,7,3,matched (3),East Midlands,England,matched (3)
